TIME, U1, U2, U3, I1, I2, I3
8.18, 170.094, 392.1, 392.741, -0.17, 2.29, 0.4
8.2, -169.47, -392.886, -391.932, -1.5, 0.62, -1.13
8.22, 170.026, 392.168, 392.605, -0.06, 2.29, 0.4
8.24, -169.538, -392.886, -392.0, -1.5, 0.73, -1.13
8.26, 170.094, 392.168, 392.605, -0.17, 2.18, 0.4
8.28, -169.47, -393.09, -392.0, -1.5, 0.84, -1.24
8.3, 169.958, 392.168, 392.605, -0.17, 2.29, 0.29
8.32, -169.47, -392.818, -391.932, -1.5, 0.73, -1.13
8.34, 170.162, 392.168, 392.605, -0.06, 2.41, 0.4
8.36, -169.606, -392.75, -392.0, -1.5, 0.84, -1.13
8.38, 170.094, 392.168, 392.673, -0.17, 2.29, 0.29
8.4, -169.47, -392.818, -392.0, -1.5, 0.62, -1.13
8.42, 170.094, 392.168, 392.605, -0.06, 2.41, 0.4
8.44, -169.606, -392.818, -392.0, -1.5, 0.73, -1.13
8.46, 170.026, 392.1, 392.673, -0.17, 2.29, 0.4
8.48, -169.674, -392.886, -392.0, -1.5, 0.62, -1.13
8.5, 170.094, 392.1, 392.673, -0.06, 2.18, 0.4
8.52, -169.47, -392.818, -392.0, -1.5, 0.73, -1.13
8.54, 170.094, 392.168, 392.741, -0.06, 2.18, 0.4
8.56, -169.538, -392.818, -392.068, -1.61, 0.62, -1.13
8.58, 170.026, 392.236, 392.809, -0.17, 2.29, 0.4
8.6, -169.538, -392.75, -392.0, -1.5, 0.73, -1.35
8.62, 170.026, 392.032, 392.673, -0.17, 2.29, 0.29
8.64, -169.538, -392.75, -392.0, -1.61, 0.73, -1.24
8.66, 170.026, 392.032, 392.741, -0.17, 2.29, 0.4
8.68, -169.538, -392.818, -391.932, -1.5, 0.62, -1.13
8.7, 170.026, 392.032, 392.673, -0.06, 2.18, 0.4
8.72, -169.538, -392.75, -392.0, -1.5, 0.73, -1.24
8.74, 170.094, 392.1, 392.673, -0.06, 2.18, 0.4
8.76, -169.538, -392.75, -392.0, -1.5, 0.84, -1.24
8.78, 170.298, 392.032, 392.673, -0.17, 2.41, 0.51
8.8, -169.47, -392.682, -392.0, -1.61, 0.73, -1.02
8.82, 170.162, 392.032, 392.741, -0.06, 2.29, 0.4
8.84, -169.47, -392.818, -392.0, -1.5, 0.73, -1.24
8.86, 170.094, 392.1, 392.741, -0.06, 2.29, 0.4
8.88, -169.47, -392.886, -392.068, -1.5, 0.73, -1.13
8.9, 170.162, 392.236, 392.741, -0.06, 2.41, 0.4
8.92, -169.47, -392.886, -392.0, -1.61, 0.84, -1.13
8.94, 170.094, 392.236, 392.673, -0.06, 2.18, 0.4
8.96, -169.674, -392.818, -392.068, -1.61, 0.84, -1.24
8.98, 170.026, 392.236, 392.673, -0.17, 2.29, 0.29
9.0, -169.538, -392.954, -392.0, -1.61, 0.84, -1.13
9.02, 170.026, 392.168, 392.877, -0.17, 2.18, 0.29
9.04, -169.538, -392.818, -392.0, -1.5, 0.73, -1.24
9.06, 170.026, 392.168, 392.673, -0.17, 2.29, 0.51
9.08, -169.47, -392.954, -391.932, -1.5, 0.73, -1.24
9.1, 170.094, 392.304, 392.741, -0.17, 2.18, 0.4
9.12, -169.47, -392.886, -392.068, -1.5, 0.84, -1.13
9.14, 170.026, 392.236, 392.673, -0.28, 2.41, 0.4
9.16, -169.47, -392.818, -392.0, -1.61, 0.73, -1.35
9.18, 170.026, 392.236, 392.673, -0.17, 2.29, 0.29
9.2, -169.47, -392.886, -392.0, -1.61, 0.62, -1.13
9.22, 170.026, 392.1, 392.741, -0.06, 2.29, 0.51
9.24, -169.402, -392.886, -392.068, -1.5, 0.73, -1.02
9.26, 169.958, 392.168, 392.741, -0.17, 2.29, 0.4
9.28, -169.538, -392.75, -392.0, -1.72, 0.62, -1.13
9.3, 170.026, 392.1, 392.741, -0.17, 2.29, 0.4
9.32, -169.538, -392.818, -392.0, -1.61, 0.73, -1.24
9.34, 170.026, 392.168, 392.741, -0.17, 2.41, 0.4
9.36, -169.47, -392.682, -391.932, -1.5, 0.73, -1.13
9.38, 170.026, 392.1, 392.673, -0.17, 2.29, 0.51
9.4, -169.47, -392.682, -392.0, -1.5, 0.73, -1.13
9.42, 170.026, 392.032, 392.741, -0.17, 2.18, 0.51
9.44, -169.538, -392.75, -392.0, -1.5, 0.62, -1.13
9.46, 170.162, 392.1, 392.673, -0.17, 2.29, 0.4
9.48, -169.402, -392.682, -392.0, -1.61, 0.84, -1.24
9.5, 170.026, 392.032, 392.673, -0.06, 2.18, 0.29
9.52, -169.538, -392.75, -391.932, -1.61, 0.73, -1.02
9.54, 169.958, 391.964, 392.605, -0.28, 2.29, 0.4
9.56, -169.47, -392.682, -391.932, -1.61, 0.73, -1.13
9.58, 169.958, 391.964, 392.673, -0.06, 2.29, 0.51
9.6, -169.47, -392.682, -391.932, -1.5, 0.62, -1.13
9.62, 169.89, 391.964, 392.673, -0.06, 2.29, 0.4
9.64, -169.402, -392.818, -392.0, -1.61, 0.73, -1.13
9.66, 170.026, 392.236, 392.673, -0.17, 2.18, 0.51
9.68, -169.47, -392.954, -392.068, -1.61, 0.73, -1.13
9.7, 169.958, 392.372, 392.605, -0.17, 2.41, 0.4
9.72, -169.47, -393.022, -392.0, -1.5, 0.73, -1.24
9.74, 170.026, 392.372, 392.673, -0.06, 2.29, 0.4
9.76, -169.402, -393.022, -391.932, -1.5, 0.84, -1.13
9.78, 169.958, 392.372, 392.605, -0.17, 2.29, 0.62
9.8, -169.402, -392.886, -391.864, -1.72, 0.73, -1.13
9.82, 169.822, 392.304, 392.605, -0.17, 2.41, 0.29
9.84, -169.402, -392.954, -391.932, -1.61, 0.62, -1.13
9.86, 169.958, 392.304, 392.605, -0.17, 2.29, 0.51
9.88, -169.402, -392.886, -391.932, -1.61, 0.73, -1.13
9.9, 169.958, 392.304, 392.537, -0.17, 2.29, 0.51
9.92, -169.402, -392.954, -392.0, -1.5, 0.84, -1.13
9.94, 169.958, 392.304, 392.605, -0.28, 2.29, 0.51
9.96, -169.334, -392.818, -392.0, -1.5, 0.73, -1.13
9.98, 169.958, 392.372, 392.605, -0.06, 2.29, 0.4
10.0, -169.47, -392.886, -391.932, -1.61, 0.84, -1.13
10.02, 169.958, 392.304, 392.537, -0.17, 2.29, 0.4
10.04, -169.402, -392.954, -391.864, -1.72, 0.73, -1.13
10.06, 170.026, 392.304, 392.469, -0.17, 2.18, 0.51
10.08, -169.402, -392.886, -391.864, -1.5, 0.73, -1.13
10.1, 169.89, 392.236, 392.537, -0.17, 2.18, 0.4
10.12, -169.402, -392.886, -391.932, -1.61, 0.62, -1.13
10.14, 170.026, 392.168, 392.537, -0.28, 2.29, 0.4
10.16, -169.402, -392.886, -391.932, -1.61, 0.73, -1.24
10.18, 170.094, 392.236, 392.605, -0.17, 2.29, 0.4
10.2, -169.402, -392.886, -391.864, -1.5, 0.73, -1.13
10.22, 169.958, 392.236, 392.537, -0.17, 2.18, 0.4
10.24, -169.402, -392.75, -391.932, -1.61, 0.73, -1.13
10.26, 170.162, 392.236, 392.537, -0.17, 2.29, 0.4
10.28, -169.47, -392.886, -392.0, -1.61, 0.73, -1.13
10.3, 170.094, 392.1, 392.537, -0.17, 2.18, 0.51
10.32, -169.402, -392.75, -391.864, -1.61, 0.73, -1.13
10.34, 170.094, 392.1, 392.673, -0.28, 2.18, 0.4
10.36, -169.334, -392.818, -391.796, -1.5, 0.73, -1.02
10.38, 170.026, 392.168, 392.401, -0.17, 2.18, 0.4
10.4, -169.334, -392.954, -391.796, -1.5, 0.73, -1.24
10.42, 170.026, 392.304, 392.537, -0.06, 2.29, 0.4
10.44, -169.402, -392.954, -392.0, -1.72, 0.51, -1.13
10.46, 170.026, 392.304, 392.469, -0.17, 2.18, 0.4
10.48, -169.402, -392.954, -391.864, -1.72, 0.73, -1.13
10.5, 170.094, 392.236, 392.469, -0.17, 2.18, 0.4
10.52, -169.47, -393.022, -391.932, -1.61, 0.62, -1.13
10.54, 170.162, 392.304, 392.605, -0.17, 2.29, 0.29
10.56, -169.538, -393.022, -391.932, -1.61, 0.62, -1.24
10.58, 170.094, 392.372, 392.537, -0.17, 2.29, 0.4
10.6, -169.334, -392.886, -391.864, -1.72, 0.73, -1.13
10.62, 170.026, 392.304, 392.537, -0.17, 2.18, 0.51
10.64, -169.47, -392.886, -391.932, -1.61, 0.73, -1.13
10.66, 170.094, 392.236, 392.605, -0.17, 2.29, 0.4
10.68, -169.538, -392.886, -391.864, -1.5, 0.62, -1.13
10.7, 170.094, 392.304, 392.605, -0.17, 2.29, 0.4
10.72, -169.47, -392.886, -391.932, -1.61, 0.62, -1.13
10.74, 170.094, 392.372, 392.537, -0.17, 2.29, 0.4
10.76, -169.402, -393.022, -391.932, -1.61, 0.73, -1.02
10.78, 170.094, 392.236, 392.741, -0.17, 2.18, 0.51
10.8, -169.402, -392.954, -391.864, -1.61, 0.73, -1.13
10.82, 170.094, 392.304, 392.673, -0.17, 2.07, 0.4
10.84, -169.402, -392.886, -391.864, -1.61, 0.73, -1.02
10.86, 170.162, 392.236, 392.537, -0.06, 2.29, 0.29
10.88, -169.402, -392.886, -391.864, -1.5, 0.62, -1.13
10.9, 170.094, 392.304, 392.605, -0.06, 2.18, 0.51
10.92, -169.47, -392.818, -391.864, -1.61, 0.51, -1.13
10.94, 170.026, 392.1, 392.537, -0.06, 2.29, 0.4
10.96, -169.47, -392.818, -391.932, -1.72, 0.73, -1.24
10.98, 170.298, 392.1, 392.537, -0.17, 2.07, 0.51
11.0, -169.47, -392.75, -391.932, -1.5, 0.73, -1.13
11.02, 170.094, 392.168, 392.537, -0.06, 2.18, 0.4
11.04, -169.402, -392.818, -392.0, -1.61, 0.84, -1.24
11.06, 170.094, 392.1, 392.673, -0.17, 2.29, 0.4
11.08, -169.402, -392.886, -392.0, -1.61, 0.73, -1.13
11.1, 169.958, 392.168, 392.741, -0.17, 2.29, 0.51
11.12, -169.538, -392.75, -392.0, -1.5, 0.73, -1.13
11.14, 170.162, 392.1, 392.809, -0.06, 2.18, 0.51
11.16, -169.538, -392.886, -392.0, -1.5, 0.73, -1.24
11.18, 170.162, 392.1, 392.809, -0.06, 2.07, 0.29
11.2, -169.402, -392.886, -391.932, -1.5, 0.73, -1.13
11.22, 170.094, 392.304, 392.809, -0.17, 2.18, 0.4
11.24, -169.47, -392.886, -392.0, -1.61, 0.73, -1.24
11.26, 170.094, 392.304, 392.741, -0.06, 2.18, 0.4
11.28, -169.47, -392.818, -391.932, -1.61, 0.73, -1.02
11.3, 170.094, 392.168, 392.741, -0.17, 2.18, 0.4
11.32, -169.47, -392.886, -392.0, -1.5, 0.62, -1.13
11.34, 170.026, 392.304, 392.741, -0.06, 2.18, 0.51
11.36, -169.47, -392.818, -391.932, -1.83, 0.73, -1.24
11.38, 170.162, 392.236, 392.741, -0.17, 2.18, 0.4
11.4, -169.402, -392.954, -391.932, -1.61, 0.73, -1.13
11.42, 170.094, 392.304, 392.673, 0.05, 2.07, 0.29
11.44, -169.47, -392.886, -391.932, -1.61, 0.84, -1.13
11.46, 170.094, 392.168, 392.809, -0.17, 2.18, 0.4
11.48, -169.47, -392.954, -391.932, -1.61, 0.84, -1.13
11.5, 170.162, 392.168, 392.741, -0.06, 2.41, 0.4
11.52, -169.402, -392.818, -391.864, -1.5, 0.73, -1.13
11.54, 170.094, 392.236, 392.741, -0.17, 2.18, 0.29
11.56, -169.538, -392.886, -391.864, -1.61, 0.73, -1.35
11.58, 170.026, 392.304, 392.741, -0.17, 2.29, 0.4
11.6, -169.538, -392.818, -391.932, -1.5, 0.73, -1.24
11.62, 170.094, 392.236, 392.741, -0.17, 2.18, 0.29
11.64, -169.47, -392.818, -392.0, -1.61, 0.73, -1.13
11.66, 170.094, 392.304, 392.809, -0.17, 2.29, 0.4
11.68, -169.402, -392.886, -392.0, -1.5, 0.73, -1.13
11.7, 170.162, 392.168, 392.673, -0.17, 2.29, 0.4
11.72, -169.47, -392.818, -391.932, -1.5, 0.73, -1.13
11.74, 170.162, 392.168, 392.605, -0.06, 2.29, 0.29
11.76, -169.538, -392.818, -392.0, -1.72, 0.73, -1.13
11.78, 170.026, 392.1, 392.809, -0.06, 2.29, 0.29
11.8, -169.538, -392.75, -392.0, -1.61, 0.73, -1.24
11.82, 170.094, 392.168, 392.673, -0.28, 2.29, 0.4
11.84, -169.47, -392.682, -392.068, -1.5, 0.73, -1.13
11.86, 170.094, 392.1, 392.673, -0.17, 2.29, 0.4
11.88, -169.402, -392.75, -391.932, -1.61, 0.73, -1.13
11.9, 170.094, 392.168, 392.673, -0.17, 2.18, 0.4
11.92, -169.47, -392.886, -392.0, -1.61, 0.73, -1.13
11.94, 170.162, 392.236, 392.673, -0.17, 2.18, 0.4
11.96, -169.47, -393.022, -392.0, -1.61, 0.73, -1.13
11.98, 170.162, 392.236, 392.605, -0.28, 2.29, 0.4
12.0, -169.538, -392.954, -392.0, -1.61, 0.73, -1.13
12.02, 170.23, 392.304, 392.537, -0.17, 2.18, 0.4
12.04, -169.606, -392.954, -391.932, -1.61, 0.62, -1.13
12.06, 170.094, 392.304, 392.605, -0.17, 2.18, 0.4
12.08, -169.538, -392.954, -391.864, -1.5, 0.73, -1.24
12.1, 170.094, 392.236, 392.741, -0.17, 2.18, 0.4
12.12, -169.47, -392.886, -392.0, -1.61, 0.73, -1.13
12.14, 170.094, 392.168, 392.741, -0.17, 2.29, 0.4
12.16, -169.47, -392.886, -392.0, -1.5, 0.84, -1.24
12.18, 169.958, 392.168, 392.673, -0.17, 2.29, 0.72
12.2, -169.334, -392.886, -392.0, -1.72, 0.73, -1.13
12.22, 169.958, 392.1, 392.537, -0.17, 2.18, 0.4
12.24, -169.266, -392.886, -391.864, -1.5, 0.73, -1.24
12.26, 170.026, 392.168, 392.605, -0.17, 2.29, 0.4
12.28, -169.266, -392.886, -392.0, -1.61, 0.73, -1.13
12.3, 169.958, 392.168, 392.741, -0.17, 2.18, 0.4
12.32, -169.266, -392.818, -392.0, -1.5, 0.73, -1.24
12.34, 169.958, 392.168, 392.741, -0.17, 2.29, 0.4
12.36, -169.334, -392.818, -392.068, -1.61, 0.73, -1.13
12.38, 170.026, 392.168, 392.673, -0.17, 2.29, 0.4
12.4, -169.334, -392.886, -392.0, -1.61, 0.62, -1.13
12.42, 169.958, 392.1, 392.673, -0.17, 2.18, 0.51
12.44, -169.402, -392.75, -392.068, -1.61, 0.62, -1.13
12.46, 169.958, 392.1, 392.673, -0.17, 2.18, 0.29
12.48, -169.198, -392.75, -392.068, -1.72, 0.73, -1.02
12.5, 169.958, 392.032, 392.673, -0.17, 2.18, 0.51
12.52, -169.266, -392.75, -392.068, -1.5, 0.62, -1.13
12.54, 170.026, 392.1, 392.605, -0.17, 2.29, 0.4
12.56, -169.266, -392.682, -392.0, -1.5, 0.73, -1.13
12.58, 170.026, 392.236, 392.673, -0.28, 2.18, 0.4
12.6, -169.334, -392.818, -392.0, -1.72, 0.73, -1.35
12.62, 170.094, 392.168, 392.673, -0.17, 2.18, 0.4
12.64, -169.198, -392.75, -392.0, -1.61, 0.51, -1.13
12.66, 169.89, 392.032, 392.741, -0.17, 2.18, 0.4
12.68, -169.266, -392.886, -392.0, -1.61, 0.73, -1.13
12.7, 169.89, 392.1, 392.673, -0.17, 2.29, 0.29
12.72, -169.334, -392.954, -392.0, -1.61, 0.62, -1.13
12.74, 169.958, 392.236, 392.605, -0.17, 2.29, 0.29
12.76, -169.402, -392.954, -392.0, -1.5, 0.73, -1.13
12.78, 169.958, 392.236, 392.605, -0.17, 2.52, 0.29
12.8, -169.266, -393.022, -392.068, -1.61, 0.73, -1.24
12.82, 169.958, 392.236, 392.673, -0.06, 2.29, 0.4
12.84, -169.334, -392.954, -391.932, -1.5, 0.73, -1.13
12.86, 169.89, 392.304, 392.605, -0.17, 2.29, 0.29
12.88, -169.47, -392.954, -392.0, -1.61, 0.73, -1.24
12.9, 169.89, 392.168, 392.673, -0.17, 2.29, 0.29
12.92, -169.334, -392.886, -392.0, -1.5, 0.62, -1.24
12.94, 169.958, 392.168, 392.673, -0.17, 2.29, 0.51
12.96, -169.334, -392.954, -391.932, -1.61, 0.73, -1.13
12.98, 169.89, 392.304, 392.741, -0.17, 2.29, 0.4
13.0, -169.334, -392.886, -392.136, -1.5, 0.73, -1.13
13.02, 170.094, 392.168, 392.673, -0.17, 2.18, 0.29
13.04, -169.334, -392.954, -392.068, -1.5, 0.73, -1.13
13.06, 169.89, 392.304, 392.673, -0.17, 2.29, 0.4
13.08, -169.402, -392.886, -392.0, -1.61, 0.73, -1.02
13.1, 170.026, 392.168, 392.741, -0.17, 2.18, 0.29
13.12, -169.334, -392.818, -392.0, -1.61, 0.73, -1.24
13.14, 170.026, 392.168, 392.605, -0.17, 2.29, 0.4
13.16, -169.47, -392.886, -391.932, -1.61, 0.73, -1.13
13.18, 169.958, 392.1, 392.605, -0.06, 2.29, 0.4
13.2, -169.266, -392.886, -392.068, -1.5, 0.62, -1.24
13.22, 169.89, 392.032, 392.673, -0.06, 2.18, 0.4
13.24, -169.266, -392.886, -392.136, -1.5, 0.73, -1.13
13.26, 169.958, 392.032, 392.605, -0.28, 2.41, 0.4
13.28, -169.334, -392.818, -391.932, -1.61, 0.73, -1.13
13.3, 169.89, 392.032, 392.673, -0.17, 2.18, 0.4
13.32, -169.266, -392.818, -392.068, -1.72, 0.62, -1.35
13.34, 169.958, 392.1, 392.741, -0.06, 2.18, 0.4
13.36, -169.402, -392.75, -392.068, -1.61, 0.62, -1.13
13.38, 169.89, 392.168, 392.605, -0.17, 2.41, 0.51
13.4, -169.334, -392.75, -392.0, -1.72, 0.73, -1.02
13.42, 169.89, 392.1, 392.673, -0.17, 2.29, 0.4
13.44, -169.334, -392.818, -392.0, -1.61, 0.73, -1.24
13.46, 170.026, 392.168, 392.605, -0.17, 2.29, 0.51
13.48, -169.47, -393.022, -392.068, -1.61, 0.62, -1.13
13.5, 170.026, 392.304, 392.673, -0.17, 2.18, 0.4
13.52, -169.266, -393.022, -392.0, -1.5, 0.73, -1.13
13.54, 170.026, 392.236, 392.537, -0.06, 2.18, 0.51
13.56, -169.334, -392.954, -392.136, -1.5, 0.39, -1.24
13.58, 169.89, 392.168, 392.673, -0.17, 2.07, 0.29
13.6, -169.334, -393.022, -392.0, -1.61, 0.73, -1.13
13.62, 169.958, 392.236, 392.673, -0.17, 2.18, 0.29
13.64, -169.334, -392.954, -392.136, -1.61, 0.73, -1.13
13.66, 169.89, 392.168, 392.673, -0.17, 2.18, 0.4
13.68, -169.334, -392.954, -391.932, -1.5, 0.62, -1.13
13.7, 169.958, 392.236, 392.673, -0.17, 2.29, 0.4
13.72, -169.334, -392.954, -392.0, -1.5, 0.73, -1.24
13.74, 169.89, 392.168, 392.673, -0.17, 2.29, 0.29
13.76, -169.334, -392.886, -392.0, -1.5, 0.73, -1.13
13.78, 170.026, 392.236, 392.673, 0.05, 2.29, 0.4
13.8, -169.334, -392.818, -392.0, -1.5, 0.62, -1.13
13.82, 169.958, 392.168, 392.673, -0.17, 2.29, 0.29
13.84, -169.402, -392.954, -392.0, -1.5, 0.73, -1.13
13.86, 169.958, 392.168, 392.673, -0.17, 2.18, 0.4
13.88, -169.402, -392.818, -392.068, -1.5, 0.73, -1.13
13.9, 169.958, 392.236, 392.605, -0.28, 2.18, 0.29
13.92, -169.334, -392.886, -392.068, -1.61, 0.73, -1.13
13.94, 169.89, 392.168, 392.605, -0.17, 2.18, 0.29
13.96, -169.402, -392.818, -392.068, -1.61, 0.73, -1.24
13.98, 169.89, 392.168, 392.673, -0.17, 2.29, 0.4
14.0, -169.266, -392.886, -392.0, -1.5, 0.73, -1.13
14.02, 169.89, 392.032, 392.605, -0.06, 2.18, 0.4
14.04, -169.47, -392.954, -392.068, -1.5, 0.73, -1.24
14.06, 170.026, 392.168, 392.673, -0.17, 2.18, 0.51
14.08, -169.334, -392.818, -392.0, -1.5, 0.73, -1.13
14.1, 169.958, 392.1, 392.673, -0.17, 2.18, 0.29
14.12, -169.266, -392.818, -392.0, -1.61, 0.62, -1.24
14.14, 169.958, 392.1, 392.673, -0.17, 2.18, 0.4
14.16, -169.402, -392.75, -392.136, -1.5, 0.73, -1.24
14.18, 169.958, 392.1, 392.673, -0.17, 2.18, 0.4
14.2, -169.47, -392.818, -392.0, -1.5, 0.62, -1.13
14.22, 170.026, 392.032, 392.673, -0.17, 2.41, 0.4
14.24, -169.402, -392.954, -391.932, -1.5, 0.62, -1.13
14.26, 170.026, 392.168, 392.673, -0.17, 2.29, 0.29
14.28, -169.402, -392.886, -392.136, -1.5, 0.73, -1.24
14.3, 170.094, 392.236, 392.673, -0.17, 2.18, 0.4
14.32, -169.538, -392.954, -392.0, -1.5, 0.62, -1.24
14.34, 170.23, 392.236, 392.741, -0.17, 2.18, 0.4
14.36, -169.538, -392.954, -392.068, -1.61, 0.51, -1.13
14.38, 170.23, 392.236, 392.673, -0.17, 2.29, 0.4
14.4, -169.47, -392.954, -392.0, -1.61, 0.73, -1.13
14.42, 170.094, 392.236, 392.741, -0.17, 2.29, 0.4
14.44, -169.402, -393.022, -392.068, -1.61, 0.73, -1.13
14.46, 170.162, 392.304, 392.809, -0.06, 2.18, 0.4
14.48, -169.538, -392.954, -392.136, -1.61, 0.73, -1.13
14.5, 170.026, 392.168, 392.673, -0.17, 2.07, 0.4
14.52, -169.47, -392.886, -392.068, -1.61, 0.51, -1.13
14.54, 170.094, 392.1, 392.741, -0.06, 2.29, 0.51
14.56, -169.606, -392.954, -392.068, -1.5, 0.73, -1.13
14.58, 170.026, 392.032, 392.605, -0.17, 2.18, 0.4
14.6, -169.606, -392.886, -392.0, -1.83, 0.73, -1.24
14.62, 170.094, 392.168, 392.673, -0.28, 2.29, 0.51
14.64, -169.402, -393.022, -392.068, -1.61, 0.51, -1.13
14.66, 170.094, 392.032, 392.741, -0.17, 2.18, 0.51
14.68, -169.402, -392.886, -392.0, -1.5, 0.73, -1.24
14.7, 170.094, 392.1, 392.741, -0.17, 2.18, 0.4
14.72, -169.538, -392.954, -392.068, -1.61, 0.62, -1.13
14.74, 170.162, 392.168, 392.741, -0.17, 2.29, 0.4
14.76, -169.674, -392.818, -392.0, -1.5, 0.73, -1.35
14.78, 170.094, 392.032, 392.741, -0.17, 2.29, 0.4
14.8, -169.538, -392.886, -392.068, -1.5, 0.84, -1.13
14.82, 170.094, 392.1, 392.673, 0.05, 2.29, 0.4
14.84, -169.538, -392.818, -392.068, -1.61, 0.73, -1.13
14.86, 170.094, 392.1, 392.809, -0.17, 2.18, 0.4
14.88, -169.538, -392.818, -392.068, -1.61, 0.62, -1.13
14.9, 170.026, 392.1, 392.741, -0.17, 2.18, 0.29
14.92, -169.47, -392.818, -392.0, -1.72, 0.62, -1.13
14.94, 170.026, 392.032, 392.741, -0.17, 2.41, 0.4
14.96, -169.402, -392.818, -392.136, -1.5, 0.39, -1.13
14.98, 170.094, 392.032, 392.741, -0.17, 2.29, 0.4
15.0, -169.47, -392.886, -392.0, -1.5, 0.73, -1.24
15.02, 170.026, 392.304, 392.741, -0.17, 2.29, 0.4
15.04, -169.538, -392.954, -392.136, -1.61, 0.84, -1.24
15.06, 170.094, 392.168, 392.809, -0.17, 2.29, 0.4
15.08, -169.538, -392.954, -392.136, -1.61, 0.73, -1.13
15.1, 170.094, 392.236, 392.809, -0.06, 2.18, 0.51
15.12, -169.402, -392.954, -392.068, -1.61, 0.73, -1.13
15.14, 170.026, 392.168, 392.741, -0.17, 2.29, 0.51
15.16, -169.334, -392.954, -392.068, -1.61, 0.62, -1.13
15.18, 170.026, 392.168, 392.741, -0.06, 2.18, 0.4
15.2, -169.47, -392.954, -392.0, -1.5, 0.73, -1.13
15.22, 170.162, 392.168, 392.673, -0.17, 2.41, 0.29
15.24, -169.47, -392.818, -392.0, -1.61, 0.73, -1.24
15.26, 170.162, 392.236, 392.809, -0.06, 2.41, 0.29
15.28, -169.402, -392.886, -392.0, -1.5, 0.84, -1.13
15.3, 170.094, 392.168, 392.809, -0.06, 2.18, 0.29
15.32, -169.47, -392.886, -392.068, -1.5, 0.73, -1.13
15.34, 170.026, 392.236, 392.809, -0.17, 2.18, 0.4
15.36, -169.47, -392.954, -392.204, -1.72, 0.73, -1.13
15.38, 170.094, 392.168, 392.741, -0.17, 2.29, 0.51
15.4, -169.47, -392.886, -392.068, -1.61, 0.62, -1.13
15.42, 169.958, 392.168, 392.809, 0.05, 2.29, 0.29
15.44, -169.47, -392.818, -392.068, -1.5, 0.62, -1.13
15.46, 170.026, 392.1, 392.809, -0.17, 2.18, 0.4
15.48, -169.402, -392.682, -392.068, -1.5, 0.84, -1.13
15.5, 170.026, 392.1, 392.809, -0.17, 2.18, 0.29
15.52, -169.402, -392.75, -392.0, -1.5, 0.73, -1.24
15.54, 170.026, 392.168, 392.809, -0.06, 2.29, 0.4
15.56, -169.47, -392.75, -392.068, -1.61, 0.73, -1.13
15.58, 170.026, 392.032, 392.809, -0.17, 2.18, 0.4
15.6, -169.538, -392.75, -392.136, -1.5, 0.73, -1.13
15.62, 170.026, 392.032, 392.809, -0.06, 2.18, 0.4
15.64, -169.402, -392.818, -392.0, -1.61, 0.73, -1.13
15.66, 170.026, 392.1, 392.741, -0.17, 2.29, 0.51
15.68, -169.402, -392.886, -392.068, -1.61, 0.73, -1.24
15.7, 170.094, 392.1, 392.741, -0.17, 2.29, 0.4
15.72, -169.402, -392.682, -392.068, -1.72, 0.73, -1.13
15.74, 170.026, 392.1, 392.673, -0.28, 2.18, 0.4
15.76, -169.402, -393.022, -392.068, -1.61, 0.84, -1.13
15.78, 170.094, 392.304, 392.809, -0.28, 2.18, 0.4
15.8, -169.402, -393.022, -392.0, -1.5, 0.51, -1.24
15.82, 170.026, 392.304, 392.673, -0.17, 2.18, 0.51
15.84, -169.47, -392.954, -392.068, -1.5, 0.73, -1.13
15.86, 169.958, 392.304, 392.741, -0.17, 2.18, 0.4
15.88, -169.402, -392.886, -392.0, -1.5, 0.62, -1.13
15.9, 170.026, 392.236, 392.741, -0.06, 2.29, 0.29
15.92, -169.334, -392.886, -392.0, -1.5, 0.62, -1.13
15.94, 170.026, 392.304, 392.741, -0.06, 2.29, 0.4
15.96, -169.402, -392.954, -392.068, -1.61, 0.73, -1.13
15.98, 169.958, 392.168, 392.741, -0.17, 2.18, 0.51
16.0, -169.334, -392.886, -392.0, -1.5, 0.73, -1.13
16.02, 170.026, 392.304, 392.605, -0.17, 2.29, 0.51
16.04, -169.402, -392.818, -392.0, -1.61, 0.62, -1.13
16.06, 170.094, 392.236, 392.673, -0.17, 2.18, 0.4
16.08, -169.334, -392.886, -392.068, -1.61, 0.73, -1.02
16.1, 169.958, 392.168, 392.673, -0.17, 2.18, 0.29
16.12, -169.402, -392.75, -392.0, -1.61, 0.73, -1.13
16.14, 169.89, 392.168, 392.605, -0.17, 2.29, 0.4
16.16, -169.402, -392.818, -392.0, -1.61, 0.73, -1.13
16.18, 170.026, 392.1, 392.741, -0.17, 2.29, 0.4
16.2, -169.334, -392.818, -392.0, -1.5, 0.73, -1.13
16.22, 170.026, 392.168, 392.673, -0.17, 2.29, 0.4
16.24, -169.47, -392.75, -391.932, -1.5, 0.73, -1.24
16.26, 170.026, 392.168, 392.673, -0.17, 2.29, 0.4
16.28, -169.402, -392.886, -391.932, -1.61, 0.73, -1.02
16.3, 169.958, 392.1, 392.605, -0.17, 2.18, 0.4
16.32, -169.538, -392.75, -391.932, -1.61, 0.73, -1.02
16.34, 170.094, 392.1, 392.673, -0.17, 2.29, 0.51
16.36, -169.47, -393.022, -392.0, -1.61, 0.73, -1.13
16.38, 170.026, 392.1, 392.605, -0.06, 2.41, 0.4
