TIME, AC_VRMS_1, AC_IRMS_1, AC_P_1, AC_S_1, AC_Q_1, AC_PF_1, AC_FREQ_1, AC_VRMS_2, AC_IRMS_2, AC_P_2, AC_S_2, AC_Q_2, AC_PF_2, AC_FREQ_2, AC_VRMS_3, AC_IRMS_3, AC_P_3, AC_S_3, AC_Q_3, AC_PF_3, AC_FREQ_3, DC_V, DC_I, DC_P, AC_IRMS_MIN
1549002472.02, 241.313, 6.75, 1616.0, 1616.0, -3.0, 1.0, 60.001, 241.315, 6.87, 1622.0, 1622.0, 7.0, -0.99999, 60.0, 241.289, 6.7, 1612.0, 1612.0, -4.0, 1.0, 60.0, 454.95, 0.232, 106.0, 4.7
1549002472.52, 241.313, 6.75, 1616.0, 1616.0, -3.0, 1.0, 60.001, 241.315, 6.87, 1622.0, 1622.0, 7.0, -0.99999, 60.0, 241.289, 6.7, 1612.0, 1612.0, -4.0, 1.0, 60.0, 454.95, 0.232, 106.0, 4.7
1549002473.02, 241.375, 6.74, 1614.0, 1614.0, -1.0, 1.0, 60.0, 241.459, 6.88, 1624.0, 1624.0, 3.0, -1.0, 60.0, 241.251, 6.71, 1614.0, 1614.0, -4.0, 1.0, 60.0, 455.07, 0.228, 104.0, 4.7
1549002473.52, 241.375, 6.74, 1614.0, 1614.0, -1.0, 1.0, 60.0, 241.459, 6.88, 1624.0, 1624.0, 3.0, -1.0, 60.0, 241.251, 6.71, 1614.0, 1614.0, -4.0, 1.0, 60.0, 455.07, 0.228, 104.0, 4.7
1549002474.02, 241.302, 6.76, 1618.0, 1618.0, 1.0, -1.0, 60.0, 241.404, 6.87, 1622.0, 1622.0, 9.0, -0.99998, 60.0, 241.237, 6.71, 1614.0, 1614.0, -3.0, 1.0, 60.0, 455.03, 0.23, 105.0, 4.7
1549002474.52, 241.302, 6.76, 1618.0, 1618.0, 1.0, -1.0, 60.0, 241.404, 6.87, 1622.0, 1622.0, 9.0, -0.99998, 60.0, 241.237, 6.71, 1614.0, 1614.0, -3.0, 1.0, 60.0, 455.03, 0.23, 105.0, 4.7
1549002475.02, 241.351, 6.74, 1615.0, 1615.0, 2.0, -1.0, 60.0, 241.293, 6.87, 1621.0, 1621.0, 5.0, -1.0, 59.999, 241.246, 6.69, 1612.0, 1612.0, -0.0, -1.0, 60.0, 449.15, 0.227, 102.0, 4.7
1549002475.52, 241.351, 6.74, 1615.0, 1615.0, 2.0, -1.0, 60.0, 241.293, 6.87, 1621.0, 1621.0, 5.0, -1.0, 59.999, 241.246, 6.69, 1612.0, 1612.0, -0.0, -1.0, 60.0, 449.15, 0.227, 102.0, 4.7
1549002476.02, 241.328, 6.73, 1612.0, 1612.0, -5.0, 1.0, 60.0, 241.45, 6.86, 1618.0, 1618.0, 5.0, -1.0, 60.0, 241.228, 6.67, 1605.0, 1605.0, -2.0, 1.0, 60.0, 448.58, 0.229, 103.0, 4.7
1549002476.52, 241.328, 6.73, 1612.0, 1612.0, -5.0, 1.0, 60.0, 241.45, 6.86, 1618.0, 1618.0, 5.0, -1.0, 60.0, 241.228, 6.67, 1605.0, 1605.0, -2.0, 1.0, 60.0, 448.58, 0.229, 103.0, 4.7
1549002477.02, 241.353, 6.75, 1615.0, 1615.0, -2.0, 1.0, 60.0, 241.389, 6.87, 1622.0, 1622.0, 6.0, -0.99999, 60.0, 241.206, 6.69, 1611.0, 1611.0, -2.0, 1.0, 60.001, 454.4, 0.228, 103.0, 4.7
1549002477.52, 241.353, 6.75, 1615.0, 1615.0, -2.0, 1.0, 60.0, 241.389, 6.87, 1622.0, 1622.0, 6.0, -0.99999, 60.0, 241.206, 6.69, 1611.0, 1611.0, -2.0, 1.0, 60.001, 454.4, 0.228, 103.0, 4.7
1549002478.02, 241.308, 6.76, 1620.0, 1620.0, -3.0, 1.0, 60.0, 241.314, 6.88, 1624.0, 1624.0, 6.0, -0.99999, 60.0, 241.249, 6.72, 1616.0, 1616.0, -1.0, 1.0, 60.001, 455.06, 0.232, 106.0, 4.7
1549002478.52, 241.308, 6.76, 1620.0, 1620.0, -3.0, 1.0, 60.0, 241.314, 6.88, 1624.0, 1624.0, 6.0, -0.99999, 60.0, 241.249, 6.72, 1616.0, 1616.0, -1.0, 1.0, 60.001, 455.06, 0.232, 106.0, 4.7
1549002479.3, 241.355, 6.77, 1622.0, 1622.0, -4.0, 1.0, 60.001, 241.477, 6.89, 1627.0, 1627.0, 4.0, -1.0, 60.001, 241.243, 6.7, 1614.0, 1614.0, -3.0, 1.0, 60.0, 455.1, 0.229, 104.0, 4.7
1549002479.49, 241.355, 6.77, 1622.0, 1622.0, -4.0, 1.0, 60.001, 241.477, 6.89, 1627.0, 1627.0, 4.0, -1.0, 60.001, 241.243, 6.7, 1614.0, 1614.0, -3.0, 1.0, 60.0, 455.1, 0.229, 104.0, 4.7
1549002480.02, 277.441, 5.87, 1611.0, 1611.0, -10.0, 0.99998, 60.0, 277.6, 6.02, 1621.0, 1621.0, 4.0, -1.0, 60.0, 277.35, 5.82, 1608.0, 1608.0, -2.0, 1.0, 60.0, 454.99, 0.229, 104.0, 4.7
1549002480.52, 277.441, 5.87, 1611.0, 1611.0, -10.0, 0.99998, 60.0, 277.6, 6.02, 1621.0, 1621.0, 4.0, -1.0, 60.0, 277.35, 5.82, 1608.0, 1608.0, -2.0, 1.0, 60.0, 454.99, 0.229, 104.0, 4.7
1549002481.02, 277.501, 5.91, 1621.0, 1621.0, -6.0, 0.99999, 60.0, 277.335, 6.02, 1619.0, 1619.0, 4.0, -1.0, 60.0, 277.318, 5.83, 1610.0, 1610.0, -3.0, 1.0, 60.0, 460.23, 0.232, 107.0, 4.7
1549002481.52, 277.501, 5.91, 1621.0, 1621.0, -6.0, 0.99999, 60.0, 277.335, 6.02, 1619.0, 1619.0, 4.0, -1.0, 60.0, 277.318, 5.83, 1610.0, 1610.0, -3.0, 1.0, 60.0, 460.23, 0.232, 107.0, 4.7
1549002482.02, 277.457, 5.88, 1614.0, 1614.0, -13.0, 0.99997, 60.001, 277.505, 6.04, 1626.0, 1626.0, 7.0, -0.99999, 60.001, 277.271, 5.83, 1610.0, 1610.0, -2.0, 1.0, 60.0, 461.51, 0.232, 107.0, 4.7
