TIME, U1, U2, U3, I1, I2, I3
8.18, 230.009, 229.595, 229.911, 13.87, 15.82, 14.14
8.2, -229.521, -230.177, -229.306, -15.54, -13.24, -14.76
8.22, 230.009, 229.595, 229.979, 13.98, 16.16, 14.14
8.24, -229.385, -230.245, -229.102, -15.32, -13.13, -14.65
8.26, 230.009, 229.459, 229.911, 13.87, 15.93, 14.14
8.28, -229.453, -230.042, -229.306, -15.54, -13.02, -14.65
8.3, 229.805, 229.459, 229.979, 13.65, 16.05, 13.92
8.32, -229.453, -230.109, -229.102, -15.43, -13.13, -14.55
8.34, 230.077, 229.527, 230.048, 13.98, 15.93, 14.25
8.36, -229.453, -230.109, -229.102, -15.32, -13.36, -14.76
8.38, 230.077, 229.459, 229.911, 13.98, 15.93, 14.03
8.4, -229.317, -230.177, -229.17, -15.32, -13.13, -14.87
8.42, 230.077, 229.391, 229.979, 13.87, 15.82, 13.92
8.44, -229.453, -230.109, -229.238, -15.43, -13.02, -14.76
8.46, 230.077, 229.391, 229.911, 13.98, 15.82, 14.14
8.48, -229.453, -229.974, -229.238, -15.76, -13.02, -14.76
8.5, 230.009, 229.527, 229.911, 13.98, 15.93, 14.25
8.52, -229.521, -229.906, -229.238, -15.32, -13.13, -14.87
8.54, 230.077, 229.391, 229.911, 13.65, 15.82, 14.14
8.56, -229.385, -229.906, -229.238, -15.54, -13.02, -14.76
8.58, 230.213, 229.255, 229.911, 13.76, 15.93, 14.03
8.6, -229.521, -230.109, -229.17, -15.43, -13.02, -14.76
8.62, 230.145, 229.527, 229.911, 13.87, 15.82, 14.14
8.64, -229.453, -230.109, -229.238, -15.43, -13.13, -14.87
8.66, 229.941, 229.459, 229.979, 13.76, 15.93, 14.03
8.68, -229.521, -230.177, -229.306, -15.43, -13.13, -14.76
8.7, 230.077, 229.663, 229.843, 13.87, 15.82, 14.03
8.72, -229.453, -230.177, -229.238, -15.21, -13.13, -14.76
8.74, 230.145, 229.459, 229.979, 13.87, 15.82, 14.25
8.76, -229.521, -230.042, -229.306, -15.32, -13.02, -14.76
8.78, 230.145, 229.527, 229.979, 13.76, 16.05, 14.03
8.8, -229.385, -230.177, -229.238, -15.43, -13.02, -14.76
8.82, 230.009, 229.663, 229.979, 13.87, 15.93, 14.03
8.84, -229.181, -230.109, -229.238, -15.43, -13.24, -14.76
8.86, 229.941, 229.459, 229.843, 13.65, 15.71, 14.14
8.88, -229.249, -229.906, -229.238, -15.43, -13.02, -14.65
8.9, 230.009, 229.595, 229.979, 13.87, 15.93, 14.14
8.92, -229.317, -229.974, -229.17, -15.43, -13.02, -14.87
8.94, 230.077, 229.527, 229.979, 13.98, 15.93, 14.14
8.96, -229.385, -230.109, -229.374, -15.32, -13.13, -14.87
8.98, 229.941, 229.459, 229.979, 13.76, 16.05, 14.14
9.0, -229.317, -230.177, -229.238, -15.43, -13.13, -14.65
9.02, 229.941, 229.459, 229.911, 13.65, 15.93, 13.92
9.04, -229.385, -230.042, -229.238, -15.43, -13.02, -14.76
9.06, 230.145, 229.459, 230.116, 13.98, 16.05, 14.03
9.08, -229.521, -230.042, -229.238, -15.32, -13.13, -14.76
9.1, 230.009, 229.391, 229.979, 13.65, 16.05, 14.14
9.12, -229.385, -230.042, -229.238, -15.43, -13.02, -14.65
9.14, 230.077, 229.459, 229.911, 13.65, 15.93, 14.14
9.16, -229.317, -230.042, -229.17, -15.32, -13.02, -14.87
9.18, 230.077, 229.527, 229.979, 13.98, 15.93, 14.14
9.2, -229.385, -230.042, -229.238, -15.32, -13.24, -14.87
9.22, 230.145, 229.323, 229.979, 13.65, 15.93, 14.25
9.24, -229.453, -229.906, -229.17, -15.32, -13.13, -14.87
9.26, 230.077, 229.459, 230.048, 13.65, 15.82, 14.58
9.28, -229.385, -229.974, -229.306, -15.21, -13.24, -14.76
9.3, 230.009, 229.187, 229.911, 13.76, 16.05, 14.14
9.32, -229.385, -229.906, -229.17, -15.43, -13.13, -14.76
9.34, 230.009, 229.595, 230.048, 13.76, 15.93, 14.14
9.36, -229.453, -230.109, -229.306, -15.54, -13.13, -14.65
9.38, 230.009, 229.527, 229.979, 13.76, 15.93, 14.03
9.4, -229.521, -230.109, -229.306, -15.54, -13.13, -14.65
9.42, 230.009, 229.527, 230.048, 13.65, 15.93, 14.14
9.44, -229.521, -230.042, -229.238, -15.43, -13.02, -14.55
9.46, 230.213, 229.527, 229.911, 13.65, 15.93, 14.25
9.48, -229.385, -230.245, -229.306, -15.43, -13.02, -14.98
9.5, 230.009, 229.391, 229.979, 13.76, 15.93, 14.14
9.52, -229.453, -230.109, -229.238, -15.43, -13.24, -14.65
9.54, 230.009, 229.391, 229.911, 13.65, 15.93, 14.03
9.56, -229.521, -230.042, -229.306, -15.54, -12.91, -14.76
9.58, 230.145, 229.459, 229.979, 13.54, 15.93, 14.14
9.6, -229.521, -229.838, -229.306, -15.32, -13.13, -14.76
9.62, 230.213, 229.391, 229.911, 13.76, 16.16, 14.03
9.64, -229.521, -229.974, -229.238, -15.65, -13.02, -14.87
9.66, 230.213, 229.323, 229.979, 13.65, 15.93, 14.03
9.68, -229.385, -230.042, -229.306, -15.43, -13.02, -14.65
9.7, 230.009, 229.323, 229.911, 13.76, 15.82, 14.14
9.72, -229.317, -229.906, -229.306, -15.54, -12.8, -14.76
9.74, 230.009, 229.459, 229.843, 13.76, 15.71, 14.47
9.76, -229.453, -229.906, -229.306, -15.32, -13.13, -14.98
9.78, 230.009, 229.323, 229.843, 13.76, 15.82, 14.14
9.8, -229.453, -229.906, -229.238, -15.43, -13.13, -14.87
9.82, 230.145, 229.391, 229.843, 13.87, 15.93, 14.03
9.84, -229.453, -229.906, -229.306, -15.43, -12.91, -14.87
9.86, 230.145, 229.391, 229.979, 13.76, 16.05, 14.14
9.88, -229.521, -229.906, -229.306, -15.43, -13.13, -14.87
9.9, 230.009, 229.663, 229.979, 13.87, 15.93, 14.14
9.92, -229.521, -229.974, -229.442, -15.43, -12.91, -14.65
9.94, 230.077, 229.459, 229.979, 13.87, 15.82, 14.03
9.96, -229.453, -229.906, -229.306, -15.32, -13.13, -14.65
9.98, 230.077, 229.391, 229.979, 13.76, 15.82, 14.25
10.0, -229.521, -229.974, -229.306, -15.43, -13.02, -14.87
10.02, 230.145, 229.459, 229.911, 13.65, 16.05, 14.14
10.04, -229.589, -229.77, -229.306, -15.43, -13.13, -14.65
10.06, 230.145, 229.391, 229.979, 13.65, 15.93, 14.14
10.08, -229.521, -229.838, -229.306, -15.54, -13.13, -14.87
10.1, 230.281, 229.255, 230.048, 13.87, 15.93, 14.03
10.12, -229.453, -230.245, -229.306, -15.43, -13.13, -14.87
10.14, 230.009, 229.527, 229.979, 13.87, 15.93, 14.14
10.16, -229.521, -230.177, -229.238, -15.43, -13.13, -14.87
10.18, 230.077, 229.527, 229.911, 13.65, 15.71, 14.14
10.2, -229.385, -230.177, -229.306, -15.21, -13.02, -14.76
10.22, 230.077, 229.391, 229.979, 13.87, 15.93, 13.92
10.24, -229.521, -229.974, -229.238, -15.43, -13.13, -14.76
10.26, 230.077, 229.459, 230.048, 13.98, 16.16, 14.25
10.28, -229.589, -230.109, -229.17, -15.32, -13.36, -14.87
10.3, 230.009, 229.323, 230.048, 13.76, 15.93, 14.14
10.32, -229.385, -229.906, -229.306, -15.32, -13.13, -14.76
10.34, 230.213, 229.459, 230.048, 13.76, 15.82, 14.03
10.36, -229.521, -229.974, -229.442, -15.43, -13.02, -14.76
10.38, 230.077, 229.459, 229.979, 13.54, 15.93, 14.14
10.4, -229.521, -230.042, -229.238, -15.21, -13.24, -14.65
10.42, 230.145, 229.459, 229.911, 13.76, 16.05, 13.92
10.44, -229.521, -230.042, -229.306, -15.43, -13.13, -14.87
10.46, 230.145, 229.527, 229.979, 13.65, 16.05, 14.25
10.48, -229.453, -229.974, -229.306, -15.54, -13.13, -14.87
10.5, 230.145, 229.323, 229.979, 13.65, 15.93, 14.03
10.52, -229.453, -229.974, -229.306, -15.32, -13.02, -14.76
10.54, 230.213, 229.323, 229.979, 13.65, 15.93, 14.03
10.56, -229.521, -229.974, -229.306, -15.43, -13.02, -14.87
10.58, 230.145, 229.323, 230.184, 13.76, 16.05, 14.14
10.6, -229.521, -229.906, -229.306, -15.32, -13.13, -14.76
10.62, 230.077, 229.255, 230.048, 13.76, 15.82, 14.03
10.64, -229.453, -229.838, -229.306, -15.32, -13.13, -14.76
10.66, 230.145, 229.323, 229.911, 13.65, 16.05, 14.14
10.68, -229.453, -229.838, -229.17, -15.32, -13.13, -14.76
10.7, 230.077, 229.255, 229.911, 13.65, 15.93, 14.14
10.72, -229.521, -229.906, -229.511, -15.32, -13.02, -14.76
10.74, 230.077, 229.323, 229.911, 13.87, 16.27, 14.03
10.76, -229.589, -229.906, -229.238, -15.32, -13.13, -14.98
10.78, 230.077, 229.255, 229.843, 13.76, 16.38, 14.14
10.8, -229.453, -229.906, -229.306, -15.32, -13.13, -14.87
10.82, 230.145, 229.255, 230.048, 13.87, 15.82, 14.25
10.84, -229.521, -229.838, -229.374, -15.43, -13.13, -14.65
10.86, 230.009, 229.255, 229.979, 13.87, 15.82, 14.14
10.88, -229.521, -230.177, -229.238, -15.32, -13.13, -14.87
10.9, 230.009, 229.323, 229.979, 13.65, 15.93, 14.14
10.92, -229.453, -230.177, -229.306, -15.43, -13.02, -14.87
10.94, 229.941, 229.391, 229.911, 13.76, 15.93, 14.25
10.96, -229.453, -230.109, -229.238, -15.43, -13.02, -14.87
10.98, 229.941, 229.527, 229.843, 13.76, 15.93, 14.03
11.0, -229.385, -230.177, -229.17, -15.43, -13.24, -14.76
11.02, 230.009, 229.391, 229.911, 13.87, 15.93, 14.25
11.04, -229.521, -230.177, -229.17, -15.32, -13.13, -14.65
11.06, 230.077, 229.527, 229.911, 13.65, 15.93, 14.14
11.08, -229.453, -230.042, -229.17, -15.43, -13.13, -14.87
11.1, 229.941, 229.459, 229.979, 13.87, 16.16, 14.25
11.12, -229.453, -230.109, -229.306, -15.43, -13.47, -14.87
11.14, 230.213, 229.459, 229.911, 13.76, 15.82, 14.14
11.16, -229.521, -230.245, -229.306, -15.54, -13.13, -14.76
11.18, 230.145, 229.323, 229.911, 13.87, 16.05, 14.25
11.2, -229.521, -230.109, -229.17, -15.43, -13.02, -14.76
11.22, 230.145, 229.459, 229.911, 13.76, 16.05, 14.14
11.24, -229.521, -230.042, -229.238, -15.43, -13.13, -14.87
11.26, 230.145, 229.323, 229.843, 13.76, 15.93, 14.03
11.28, -229.385, -230.042, -229.238, -15.32, -13.13, -14.65
11.3, 230.077, 229.391, 229.979, 13.65, 16.05, 14.36
11.32, -229.589, -229.974, -229.238, -15.32, -13.02, -14.87
11.34, 230.009, 229.391, 230.048, 13.87, 16.05, 14.14
11.36, -229.521, -230.109, -229.306, -15.43, -13.02, -14.98
11.38, 230.009, 229.391, 229.979, 13.65, 16.05, 14.14
11.4, -229.453, -229.906, -229.238, -15.54, -12.91, -14.76
11.42, 230.077, 229.391, 229.979, 13.76, 16.05, 14.25
11.44, -229.521, -229.906, -229.374, -15.65, -13.24, -14.76
11.46, 230.077, 229.391, 229.979, 13.76, 15.93, 14.14
11.48, -229.453, -229.906, -229.238, -15.43, -13.02, -14.76
11.5, 230.145, 229.391, 229.843, 13.76, 16.05, 14.14
11.52, -229.385, -229.974, -229.238, -15.54, -13.36, -14.65
11.54, 230.077, 229.323, 229.775, 13.76, 15.93, 14.03
11.56, -229.521, -230.042, -229.238, -15.21, -13.13, -14.76
11.58, 230.145, 229.187, 229.843, 13.76, 16.05, 14.14
11.6, -229.317, -230.177, -229.238, -15.43, -13.36, -14.65
11.62, 230.077, 229.391, 229.843, 13.76, 16.05, 14.03
11.64, -229.453, -230.177, -229.17, -15.32, -13.13, -14.76
11.66, 230.077, 229.459, 229.843, 13.76, 16.05, 14.14
11.68, -229.521, -230.109, -229.238, -15.43, -13.02, -14.87
11.7, 230.009, 229.527, 229.911, 13.76, 15.82, 14.03
11.72, -229.521, -230.177, -229.306, -15.54, -13.24, -14.65
11.74, 230.077, 229.459, 229.911, 13.87, 15.82, 14.36
11.76, -229.521, -230.109, -229.374, -15.43, -13.24, -14.87
11.78, 230.077, 229.323, 229.979, 13.87, 15.93, 14.14
11.8, -229.521, -230.177, -229.238, -15.54, -13.02, -14.76
11.82, 230.145, 229.459, 229.911, 13.54, 15.93, 14.14
11.84, -229.521, -230.042, -229.238, -15.43, -13.02, -14.87
11.86, 230.213, 229.391, 229.843, 13.87, 15.93, 14.03
11.88, -229.589, -230.042, -229.306, -15.32, -13.02, -14.76
11.9, 230.077, 229.459, 229.911, 13.87, 15.93, 14.14
11.92, -229.385, -229.974, -229.238, -15.32, -13.02, -14.76
11.94, 230.077, 229.323, 229.843, 13.76, 15.82, 14.03
11.96, -229.453, -229.974, -229.238, -15.32, -13.24, -14.76
11.98, 230.009, 229.459, 229.911, 13.76, 15.93, 14.14
12.0, -229.589, -230.042, -229.238, -15.54, -13.02, -14.76
12.02, 230.009, 229.391, 229.843, 13.54, 15.93, 14.25
12.04, -229.453, -229.974, -229.306, -15.21, -13.02, -14.76
12.06, 230.213, 229.255, 229.911, 13.98, 15.82, 14.14
12.08, -229.589, -229.974, -229.238, -15.43, -13.13, -14.87
12.1, 229.873, 229.255, 229.911, 13.65, 15.82, 14.14
12.12, -229.657, -230.042, -229.238, -15.32, -13.02, -14.76
12.14, 230.077, 229.255, 229.843, 13.65, 15.82, 14.25
12.16, -229.657, -230.109, -229.238, -15.65, -13.02, -14.87
12.18, 230.077, 229.459, 229.979, 13.76, 15.82, 14.03
12.2, -229.657, -229.974, -229.306, -15.32, -13.02, -14.76
12.22, 229.941, 229.323, 229.911, 13.87, 15.93, 14.14
12.24, -229.589, -229.906, -229.306, -15.32, -13.13, -14.87
12.26, 230.213, 229.323, 229.911, 13.76, 16.05, 14.03
12.28, -229.521, -229.974, -229.238, -15.43, -13.13, -14.87
12.3, 230.009, 229.255, 229.843, 13.76, 15.82, 14.03
12.32, -229.589, -229.906, -229.306, -15.54, -13.02, -14.76
12.34, 229.873, 229.391, 229.843, 13.65, 15.93, 14.14
12.36, -229.521, -230.042, -229.306, -15.32, -13.02, -14.76
12.38, 230.077, 229.391, 229.775, 13.65, 15.93, 13.92
12.4, -229.657, -230.245, -229.238, -15.76, -13.13, -14.76
12.42, 230.009, 229.459, 229.979, 13.65, 15.93, 14.03
12.44, -229.589, -230.177, -229.306, -15.43, -12.91, -14.65
12.46, 230.077, 229.391, 229.911, 13.76, 15.82, 14.03
12.48, -229.521, -229.974, -229.306, -15.21, -13.13, -14.87
12.5, 230.077, 229.391, 229.843, 13.65, 15.82, 13.92
12.52, -229.521, -230.245, -229.238, -15.32, -13.24, -14.76
12.54, 229.941, 229.391, 229.843, 13.76, 15.93, 14.03
12.56, -229.521, -230.245, -229.238, -15.32, -13.02, -14.76
12.58, 230.077, 229.391, 229.843, 13.54, 15.82, 14.14
12.6, -229.521, -230.177, -229.306, -15.32, -12.91, -14.76
12.62, 230.077, 229.459, 229.843, 13.65, 15.82, 14.03
12.64, -229.589, -230.109, -229.306, -15.32, -13.02, -14.65
12.66, 230.213, 229.459, 229.911, 13.76, 15.82, 14.36
12.68, -229.725, -230.245, -229.306, -15.21, -13.13, -14.55
12.7, 230.009, 229.323, 229.775, 13.87, 16.05, 14.03
12.72, -229.589, -230.042, -229.374, -15.43, -13.02, -14.76
12.74, 230.077, 229.391, 229.843, 13.87, 16.05, 14.14
12.76, -229.521, -230.177, -229.306, -15.32, -13.36, -14.76
12.78, 230.213, 229.323, 229.911, 13.76, 15.82, 14.03
12.8, -229.725, -230.042, -229.306, -15.43, -13.24, -14.65
12.82, 230.145, 229.323, 229.843, 13.87, 15.93, 14.25
12.84, -229.725, -229.974, -229.306, -15.32, -13.02, -14.76
12.86, 230.077, 229.323, 229.843, 13.65, 15.82, 14.25
12.88, -229.589, -230.109, -229.306, -15.32, -13.02, -14.65
12.9, 230.145, 229.459, 229.775, 13.87, 15.93, 14.14
12.92, -229.725, -230.042, -229.374, -15.43, -13.02, -14.65
12.94, 229.941, 229.391, 229.911, 13.87, 15.82, 14.03
12.96, -229.657, -230.042, -229.238, -15.65, -13.02, -14.55
12.98, 229.941, 229.255, 229.911, 13.87, 15.82, 14.03
13.0, -229.521, -229.838, -229.238, -15.43, -13.02, -14.65
13.02, 229.941, 229.323, 229.911, 13.76, 15.93, 14.25
13.04, -229.521, -229.974, -229.238, -15.32, -13.13, -14.76
13.06, 230.077, 229.391, 229.911, 14.09, 15.82, 14.14
13.08, -229.453, -229.906, -229.238, -15.43, -13.02, -14.65
13.1, 230.009, 229.255, 229.843, 13.76, 15.82, 14.14
13.12, -229.521, -230.109, -229.102, -15.32, -13.13, -14.55
13.14, 229.873, 229.391, 229.911, 13.65, 15.82, 14.25
13.16, -229.521, -230.245, -229.238, -15.54, -13.02, -14.76
13.18, 229.873, 229.391, 229.911, 13.76, 15.71, 14.03
13.2, -229.385, -230.177, -229.442, -15.32, -13.02, -14.65
13.22, 229.873, 229.527, 229.843, 13.65, 15.93, 14.14
13.24, -229.521, -230.313, -229.374, -15.43, -13.13, -14.76
13.26, 230.077, 229.255, 229.911, 13.87, 15.93, 14.14
13.28, -229.453, -230.245, -229.306, -15.43, -13.13, -14.65
13.3, 230.077, 229.459, 229.911, 13.54, 16.05, 14.03
13.32, -229.453, -230.177, -229.374, -15.32, -13.02, -14.87
13.34, 229.941, 229.323, 229.911, 13.65, 15.82, 14.14
13.36, -229.453, -230.109, -229.374, -15.21, -13.02, -14.65
13.38, 230.009, 229.255, 229.979, 13.76, 15.71, 14.14
13.4, -229.453, -230.042, -229.511, -15.32, -13.02, -14.76
13.42, 229.873, 229.459, 229.911, 13.54, 15.93, 13.92
13.44, -229.521, -230.177, -229.511, -15.43, -13.13, -14.87
13.46, 229.941, 229.323, 229.979, 13.65, 15.82, 14.03
13.48, -229.385, -230.042, -229.374, -15.21, -13.13, -14.65
13.5, 230.009, 229.459, 229.911, 13.65, 15.93, 14.14
13.52, -229.521, -230.042, -229.374, -15.43, -13.02, -14.65
13.54, 230.077, 229.391, 229.979, 13.65, 15.82, 14.14
13.56, -229.385, -229.974, -229.306, -15.32, -12.91, -14.76
13.58, 229.941, 229.255, 229.911, 13.76, 15.71, 14.25
13.6, -229.453, -230.042, -229.374, -15.43, -13.02, -14.76
13.62, 229.941, 229.323, 229.843, 13.65, 15.82, 14.03
13.64, -229.521, -229.974, -229.442, -15.43, -13.02, -14.76
13.66, 229.941, 229.391, 229.911, 13.65, 16.05, 14.03
13.68, -229.521, -230.109, -229.306, -15.43, -13.13, -14.76
13.7, 230.009, 229.255, 229.979, 13.76, 15.82, 14.25
13.72, -229.521, -229.974, -229.374, -15.54, -13.02, -14.65
13.74, 229.941, 229.323, 229.911, 13.65, 15.93, 14.25
13.76, -229.589, -229.974, -229.442, -15.43, -13.24, -14.87
13.78, 229.941, 229.255, 229.911, 13.65, 15.82, 14.03
13.8, -229.521, -229.838, -229.442, -15.43, -13.13, -14.76
13.82, 230.077, 229.255, 229.843, 13.87, 15.93, 14.03
13.84, -229.521, -229.974, -229.306, -15.32, -13.02, -14.76
13.86, 229.941, 229.323, 229.979, 13.65, 15.82, 14.14
13.88, -229.521, -230.177, -229.374, -15.32, -13.24, -14.76
13.9, 230.009, 229.459, 229.775, 13.87, 15.82, 14.03
13.92, -229.589, -230.109, -229.374, -15.43, -12.91, -14.87
13.94, 230.077, 229.595, 229.775, 13.65, 15.93, 13.92
13.96, -229.453, -230.177, -229.442, -15.43, -13.02, -14.65
13.98, 230.077, 229.459, 229.775, 13.87, 15.82, 14.03
14.0, -229.589, -230.109, -229.238, -15.32, -13.13, -14.76
14.02, 230.009, 229.595, 229.911, 13.76, 15.93, 14.25
14.04, -229.453, -230.042, -229.306, -15.43, -13.13, -14.76
14.06, 230.077, 229.459, 229.979, 13.87, 15.93, 14.25
14.08, -229.589, -230.042, -229.238, -15.32, -13.02, -14.87
14.1, 230.077, 229.527, 229.979, 13.76, 15.93, 14.03
14.12, -229.589, -230.177, -229.442, -15.43, -13.13, -14.76
14.14, 230.077, 229.459, 229.843, 13.76, 15.93, 14.14
14.16, -229.453, -230.109, -229.306, -15.43, -13.24, -14.65
14.18, 230.009, 229.391, 229.843, 13.98, 16.05, 14.14
14.2, -229.521, -230.042, -229.306, -15.43, -13.02, -14.65
14.22, 230.213, 229.323, 229.775, 13.65, 15.93, 14.25
14.24, -229.589, -230.313, -229.306, -15.32, -13.13, -14.65
14.26, 230.009, 229.391, 229.911, 13.65, 15.93, 14.03
14.28, -229.521, -230.177, -229.306, -15.32, -13.24, -14.76
14.3, 229.941, 229.323, 229.843, 13.87, 15.82, 14.03
14.32, -229.453, -229.906, -229.306, -15.43, -12.8, -14.76
14.34, 230.077, 229.391, 229.843, 13.65, 16.05, 14.14
14.36, -229.521, -229.974, -229.306, -15.21, -13.13, -14.65
14.38, 230.077, 229.459, 229.843, 13.54, 15.82, 14.14
14.4, -229.521, -230.177, -229.306, -15.32, -13.13, -14.76
14.42, 230.077, 229.323, 229.775, 13.87, 15.82, 14.03
14.44, -229.589, -230.042, -229.306, -15.21, -13.02, -14.76
14.46, 230.009, 229.323, 229.843, 13.76, 15.93, 14.14
14.48, -229.589, -230.042, -229.238, -15.43, -13.13, -14.87
14.5, 230.145, 229.323, 229.843, 13.65, 16.05, 14.14
14.52, -229.589, -229.906, -229.306, -15.21, -13.24, -14.65
14.54, 230.213, 229.255, 229.911, 13.76, 15.82, 14.14
14.56, -229.521, -230.042, -229.306, -15.54, -13.13, -14.87
14.58, 230.281, 229.391, 229.911, 13.76, 15.93, 14.14
14.6, -229.385, -230.042, -229.306, -15.32, -13.02, -14.98
14.62, 230.077, 229.255, 229.775, 13.87, 15.93, 13.92
14.64, -229.521, -230.042, -229.238, -15.43, -13.13, -14.76
14.66, 230.145, 229.391, 229.775, 13.76, 15.93, 14.14
14.68, -229.657, -230.177, -229.306, -15.43, -13.13, -14.55
14.7, 230.009, 229.459, 229.707, 13.76, 16.05, 14.03
14.72, -229.589, -230.109, -229.238, -15.32, -13.24, -14.87
14.74, 230.145, 229.459, 229.775, 13.98, 16.05, 14.36
14.76, -229.725, -230.109, -229.306, -15.54, -13.02, -14.76
14.78, 230.009, 229.323, 229.843, 13.54, 15.93, 14.14
14.8, -229.725, -230.042, -229.306, -15.65, -13.02, -14.76
14.82, 230.213, 229.459, 229.775, 13.76, 16.05, 14.03
14.84, -229.521, -230.109, -229.374, -15.32, -13.13, -14.76
14.86, 230.145, 229.527, 229.775, 13.76, 15.93, 14.03
14.88, -229.589, -230.109, -229.442, -15.43, -13.02, -14.76
14.9, 230.009, 229.459, 229.911, 13.54, 16.05, 14.14
14.92, -229.929, -230.109, -229.374, -15.32, -13.24, -14.76
14.94, 230.077, 229.391, 229.843, 13.76, 16.05, 14.14
14.96, -229.657, -229.974, -229.374, -15.43, -13.13, -14.87
14.98, 230.077, 229.459, 229.843, 13.76, 15.93, 14.14
15.0, -229.453, -230.177, -229.306, -15.43, -13.13, -14.76
15.02, 230.009, 229.391, 229.775, 13.98, 15.93, 14.14
15.04, -229.385, -230.109, -229.306, -15.54, -13.24, -14.65
15.06, 229.873, 229.459, 229.843, 13.76, 15.93, 14.25
15.08, -229.453, -229.974, -229.238, -15.54, -13.13, -14.76
15.1, 230.145, 229.391, 229.843, 13.65, 15.93, 14.25
15.12, -229.317, -230.042, -229.306, -15.43, -13.13, -14.76
15.14, 229.941, 229.323, 229.775, 13.76, 15.82, 14.25
15.16, -229.589, -230.042, -229.238, -15.43, -13.13, -14.76
15.18, 230.077, 229.187, 229.843, 13.76, 15.82, 14.14
15.2, -229.453, -229.906, -229.374, -15.65, -13.02, -14.87
15.22, 230.077, 229.255, 229.843, 13.87, 15.82, 14.03
15.24, -229.385, -229.906, -229.306, -15.43, -13.02, -14.76
15.26, 229.941, 229.255, 229.775, 13.87, 15.93, 14.25
15.28, -229.521, -229.906, -229.306, -15.43, -13.24, -14.87
15.3, 230.145, 229.255, 229.843, 13.76, 15.93, 14.14
15.32, -229.249, -229.906, -229.306, -15.43, -13.24, -14.76
15.34, 230.145, 229.391, 229.775, 13.76, 15.82, 14.14
15.36, -229.453, -229.974, -229.306, -15.43, -13.24, -14.76
15.38, 230.281, 229.391, 229.911, 13.76, 15.82, 14.14
15.4, -229.385, -230.109, -229.374, -15.43, -13.13, -14.65
15.42, 230.077, 229.459, 229.843, 13.65, 15.82, 14.03
15.44, -229.453, -230.109, -229.306, -15.32, -13.13, -14.87
15.46, 230.077, 229.391, 229.843, 13.87, 15.93, 14.25
15.48, -229.453, -230.245, -229.238, -15.54, -13.36, -14.65
15.5, 230.145, 229.459, 229.911, 13.87, 15.93, 14.36
15.52, -229.385, -230.109, -229.306, -15.65, -13.24, -14.65
15.54, 230.145, 229.459, 229.775, 13.76, 15.93, 14.25
15.56, -229.453, -230.177, -229.374, -15.43, -13.24, -14.76
15.58, 230.009, 229.391, 229.979, 13.65, 15.93, 14.25
15.6, -229.589, -230.245, -229.306, -15.43, -13.13, -14.65
15.62, 230.077, 229.459, 229.979, 13.65, 15.82, 14.25
15.64, -229.385, -230.042, -229.374, -15.43, -13.36, -14.76
15.66, 230.077, 229.391, 230.048, 13.65, 16.05, 14.03
15.68, -229.453, -230.109, -229.442, -15.43, -13.13, -14.87
15.7, 230.077, 229.391, 229.843, 13.76, 15.82, 14.14
15.72, -229.453, -229.974, -229.306, -15.43, -13.13, -14.98
15.74, 230.213, 229.255, 229.707, 13.76, 15.82, 14.36
15.76, -229.453, -230.109, -229.306, -15.54, -13.24, -14.76
15.78, 230.077, 229.391, 229.911, 13.76, 15.82, 14.03
15.8, -229.521, -229.974, -229.306, -15.43, -13.02, -14.65
15.82, 230.145, 229.459, 229.979, 13.65, 15.93, 14.14
15.84, -229.385, -230.042, -229.374, -15.32, -13.13, -14.65
15.86, 230.145, 229.323, 229.843, 13.76, 15.93, 14.03
15.88, -229.657, -230.042, -229.306, -15.43, -12.91, -14.76
15.9, 230.145, 229.323, 229.707, 13.76, 15.82, 14.14
15.92, -229.589, -230.042, -229.374, -15.43, -13.24, -14.87
15.94, 230.145, 229.323, 229.911, 13.76, 15.93, 14.25
15.96, -229.521, -229.974, -229.238, -15.32, -13.02, -14.76
15.98, 230.145, 229.323, 229.843, 13.76, 15.82, 14.25
16.0, -229.521, -230.109, -229.374, -15.32, -13.24, -14.76
16.02, 230.009, 229.391, 229.911, 13.87, 15.93, 14.25
16.04, -229.385, -229.974, -229.238, -15.32, -13.13, -14.76
16.06, 230.145, 229.323, 229.911, 13.76, 15.93, 14.14
16.08, -229.521, -229.974, -229.374, -15.54, -13.02, -14.65
16.1, 230.009, 229.255, 229.707, 13.76, 15.82, 14.03
16.12, -229.589, -230.245, -229.306, -15.32, -13.36, -14.87
16.14, 230.145, 229.323, 229.775, 13.87, 15.82, 14.25
16.16, -229.453, -230.313, -229.306, -15.32, -13.13, -14.76
16.18, 230.077, 229.459, 229.775, 13.65, 16.05, 14.14
16.2, -229.521, -230.109, -229.238, -15.43, -13.13, -14.76
16.22, 230.077, 229.391, 229.843, 13.76, 16.05, 14.25
16.24, -229.521, -230.109, -229.306, -15.32, -13.13, -14.76
16.26, 230.077, 229.323, 229.911, 13.76, 15.93, 14.25
16.28, -229.589, -230.042, -229.306, -15.32, -13.02, -14.76
16.3, 230.077, 229.391, 229.775, 13.76, 15.93, 14.25
16.32, -229.521, -230.042, -229.17, -15.32, -12.91, -14.76
16.34, 230.077, 229.391, 229.843, 13.87, 15.82, 14.25
16.36, -229.453, -230.177, -229.374, -15.43, -13.02, -14.65
16.38, 230.077, 229.323, 229.775, 13.65, 15.93, 14.36
